ID number,Date,Month,Year,Description of event,Type of event,Institutions or actors,UK jurisdiction,Special tag,Subject matter (general),Subject matter (specific),Source,...13,...14,...15
NA,13,May,2020,"The UK Supreme Court unanimously ruled that the making of a 1973 interim custody order against the applicant, a former leader of political party Sinn Féin, was unlawful; an interim custody order required the personal consideration"" of the Secretary of State for Northern Ireland, and this had not been forthcoming. In the course of the judgment, the Court discussed the Carltona principle, the principle of law that permits government officials to exercise powers normally exercised by ministers and ruled that it did not apply in the instant case due to the wording of the Detention of Terrorists (Northern Ireland) Order 1972.",Case,Northern Ireland Office,Northern Ireland,None,Courts; Civil service and public sector reform; Human rights and equality,cases; judicial review; Supreme Court; Northern Ireland; civil service; terrorism,https://www.supremecourt.uk/cases/docs/uksc-2018-0104-judgment.pdf,NA,NA,NA
NA,14,May,2020,The Secretary of State for Northern Ireland made the Abortion (Northern Ireland) (No 2) Regulations 2020 outlining the grounds on which an abortion would be lawful in Northern Ireland.,Statutory instrument,Northern Ireland Office,Northern Ireland,None,Human rights and equality; Devolution and the Union,abortion; women and gender; Sewel convention; Northern Ireland,https://www.legislation.gov.uk/uksi/2020/503/contents/made,NA,NA,NA
NA,16,May,2020,"Kate Bingham, spouse of the Financial Secretary to the Treasury, Jesse Norman MP, was appointed to lead the Department for Health's Vaccine Taskforce.","Appointment, dismissal or resignation",Department for Health,England,Coronavirus,"Civil service and public sector reform; Ethics, standards and integrity",public body appointments,https://www.gov.uk/government/news/kate-bingham-appointed-chair-of-uk-vaccine-taskforce,NA,NA,NA
NA,20,May,2020,"Sir Bernard Jenkin MP was appointed as Chair of the Liaison Committee after being nominated by the government for this position, against the usual convention that the Committee itself appoints its own Chair.","Appointment, dismissal or resignation",Leader of the House of Commons,UK,None,"Parliament; Ethics, standards and integrity; Civil service and public sector reform",committees; ministerial conduct; conventions,https://hansard.parliament.uk/Commons/2020-05-20/debates/4EBF5182-D1C6-4ED6-A507-1BEFA8E0F692/Liaison(Membership),NA,NA,NA
NA,20,May,2020,The House of Commons' hybrid proceedings ceased on this date after the motion put forward by the Leader of the House of Commons on 12 May 2020 authorised the continuation of these proceedings only until 20 May 2020.,Parliamentary motion,Leader of the House of Commons,UK,Coronavirus,Parliament,hybrid proceedings; scrutiny; Speaker of the House of Commons,https://hansard.parliament.uk/commons/2020-05-12/debates/0297CDFB-8DE4-41F3-BEB5-B6334D14F9E5/HybridProceedings(ExtensionOfTemporaryOrders),NA,NA,NA
NA,23,May,2020,Douglas Ross MP resigned as the Parliamentary Undersecretary of State for Scotland following the Prime Minister's refusal to dismiss Dominic Cummings for apparently breaching coronavirus regulations.,"Appointment, dismissal or resignation",Scotland Office,Scotland; UK,Coronavirus,"Civil service and public sector reform; Ethics, standards and integrity",resignation,https://twitter.com/Douglas4Moray/status/1265196839231533057,NA,NA,NA
NA,28,May,2020,"In a public statement, the Prime Minister announced the so-called ""rule of six"", whereby regulations would be amended from 1 June 2020 permitting gatherings of up to six people from different households outdoors.","Decision, announcement, statement or speech",Prime Minister; Department for Health,England,Coronavirus,Human rights and equality,freedom of association; protests; police powers; criminal sanctions; education,https://www.gov.uk/government/speeches/pm-press-conference-statement-on-the-five-tests-28-may-2020,NA,NA,NA
NA,1,June,2020,"The Secretary of State for Health made the Health Protection (Coronavirus, Restrictions) (England) (Amendment) (No 3) Regulations 2020, which removed the prohibition on being outside without a reasonable excuse and replace it with a prohibition on staying overnight somewhere other than your home without a reasonable excuse; permitted indoor gatherings of people from different households of up to two people; permitted outdoor gatherings of up to six people; removed the authority of the police to use force to break up a prohibited gathering; and amended the requirement to review regulations to once every four weeks from every three.",Statutory instrument,Department for Health,England,Coronavirus,Human rights and equality,freedom of association; criminal sanctions; police powers; protests; education,https://www.legislation.gov.uk/uksi/2020/558/contents/made,NA,NA,NA
NA,2,June,2020,"The Leader of the House of Commons put forward a motion in the House restoring Commons' business to physical, in-person only business. This prevented MPs who would be shielding or under lockdown from attending the House.",Parliamentary motion,Leader of the House of Commons,UK,Coronavirus,Parliament,hybrid proceedings; Speaker of the House of Commons; scrutiny,https://hansard.parliament.uk/commons/2020-06-02/debates/24694F5C-318C-48E0-8BC4-8DB28421FBD7/ProceedingsDuringThePandemic,NA,NA,NA
NA,2,June,2020,"The Leader of the House of Commons conceded that he would put down a motion in the House the next day authorising MPs who were shielding due to being clinically vulnerable to participate virtually in House business. However, he made no commitments to extend hybrid proceedings more widely, such as allowing virtual voting in the House. In the event, the Leader of the House did not put down such a motion.",Parliamentary motion,Leader of the House of Commons,UK,Coronavirus,Parliament,hybrid proceedings; scrutiny; Speaker of the House of Commons,https://hansard.parliament.uk/commons/2020-06-02/debates/24694F5C-318C-48E0-8BC4-8DB28421FBD7/ProceedingsDuringThePandemic,NA,NA,NA
NA,4,June,2020,"The House of Commons agreed to a motion to extend its proxy voting scheme, whereby an MP can authorise another MP to vote in their name, to members who were clinically vulnerable. The House also resolved to permit MPs who were certified as clinically vulnerable by the Speaker to virtually participate in proceedings.",Parliamentary motion,Leader of the House of Commons,UK,Coronavirus,Parliament,hybrid proceedings; scrutiny; Speaker of the House of Commons,https://hansard.parliament.uk/commons/2020-06-04/debates/30EE2DC7-80EB-41C0-A5F6-CE49BE59C3C6/BusinessWithoutDebate,NA,NA,NA
NA,4,June,2020,"Alistair Carmichael MP of the Liberal Democrat Party obtained an emergency debate on the continuation of the House of Commons' hybrid proceedings during the pandemic, arguing that the Leader of the House's position that MPs should in principle now participate physically was a threat to public health and prevented many members who were shielding or under lockdown from attending.",Parliamentary motion,Leader of the House of Commons,UK,Coronavirus,Parliament,hybrid proceedings; scrutiny,https://hansard.parliament.uk/commons/2020-06-04/debates/8337EBBC-8AA0-40E2-8D74-700A9D6D2114/HouseBusinessDuringThePandemic,NA,NA,NA
*,5,June,2020,"Dismissing the applicant’s appeal, the Court of Appeal held that section 10(2)(a) Representation of the People Act 2000 permitted a polite scheme which required voters in local elections to produce valid proof of identity before voting.",Case,Cabinet Office,UK,None,Courts; Elections and voters,cases; judicial review; Court of Appeal; voter identification,https://www.bailii.org/ew/cases/EWCA/Civ/2020/723.html,NA,NA,NA
NA,8,June,2020,"The Secretary of State for Health made the Health Protection (Coronavirus, International Travel) (England) Regulations 2020, which imposed an obligation on people entering England from an international jurisdiction to self-isolate upon arrival.",Statutory instrument,Department for Health,England,None,Human rights and equality,freedom of association; criminal sanctions; police powers; protests; education,https://www.legislation.gov.uk/uksi/2020/568/contents/made,NA,NA,NA
NA,8,June,2020,"The Windrush Compensation Scheme (Expenditure) Act 2020 received royal assent, which provides powers for a government department to spend money on the Windrush Compensation Scheme.",Primary legislation,Home Office,UK,None,Human rights and equality,immigration; race; protected characteristics,https://www.legislation.gov.uk/ukpga/2020/8/contents,NA,NA,NA
NA,8,June,2020,The Speaker of the House of Commons extended MPs' ability to participate in select committees remotely and virtually until 17 September 2020.,"Decision, announcement, statement or speech",Leader of the House of Commons,UK,Coronavirus,Parliament,hybrid proceedings; scrutiny; Speaker of the House of Commons,https://hansard.parliament.uk/commons/2020-06-08/debates/3B7E0DFB-E911-4A80-8C38-BD34FE839C7C/SpeakerSStatement,NA,NA,NA
